model_name,failure_profile,start_time,end_time,failure_interval,failure_type,solution_method,is_fixable
*.Models.Model.Assembly4,FailureA,49:21:23:48.8638,49:23:36:16.8073,24:36.0300,2,5,0
*.Models.Model.Assembly3,FailureA,49:23:47:41.6059,50:00:38:41.5387,1:13:14.5976,1,3,0
*.Models.Model.Assembly4,FailureA,50:00:01:07.6170,50:01:06:24.2205,25:50.2547,1,1,0
*.Models.Model.Assembly4,FailureA,50:02:09:47.7542,50:02:43:48.4303,48:44.5067,1,5,0
*.Models.Model.Assembly3,FailureA,50:02:59:25.0427,50:03:41:43.5571,1:12:43.1637,1,4,0
*.Models.Model.Assembly1,FailureA,50:03:25:04.7781,50:04:15:09.1206,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,50:03:33:05.6834,50:04:39:52.5676,33:05.4361,2,3,0
*.Models.Model.Assembly3,FailureA,50:05:18:06.0113,50:06:15:48.7365,1:19:10.5534,1,4,0
*.Models.Model.Assembly4,FailureA,50:05:13:15.9019,50:06:44:52.0523,36:58.1265,2,2,0
*.Models.Model.Assembly1,FailureA,50:05:40:29.2229,50:07:02:06.5685,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,50:07:02:21.5513,50:07:41:01.5276,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,50:07:59:12.7621,50:08:42:48.9795,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,50:08:56:30.6932,50:09:23:21.5982,9:32.2663,1,6,1
*.Models.Model.Assembly1,FailureA,50:09:08:54.0789,50:09:44:49.2764,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,50:10:07:49.9642,50:11:03:18.2499,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,50:10:24:11.8076,50:11:47:04.7051,27:18.9773,1,2,0
*.Models.Model.Assembly3,FailureA,50:11:07:54.9973,50:12:08:55.1010,6:38.7196,1,6,1
*.Models.Model.Assembly1,FailureA,50:12:15:29.0397,50:12:43:19.6457,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,50:12:15:37.0748,50:13:09:28.1372,17:47.1208,1,3,0
*.Models.Model.Assembly3,FailureA,50:13:27:30.0451,50:13:52:35.4884,37:54.2738,1,4,0
*.Models.Model.Assembly1,FailureA,50:13:33:48.0548,50:14:19:12.5824,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,50:13:36:04.8673,50:14:45:05.7701,29:25.6712,2,2,0
*.Models.Model.Assembly3,FailureA,50:14:30:52.0558,50:15:19:55.6752,35:46.5741,2,4,0
*.Models.Model.Assembly1,FailureA,50:14:54:22.5118,50:15:40:14.8961,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,50:15:14:50.6283,50:16:00:48.6747,38:48.2713,2,2,0
*.Models.Model.Assembly1,FailureA,50:15:48:33.8081,50:16:21:17.5827,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,50:16:41:54.1789,50:17:14:17.1424,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,50:16:43:57.2806,50:17:49:26.5733,3:44.2616,1,4,0
*.Models.Model.Assembly1,FailureA,50:17:19:16.9920,50:18:17:17.7977,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,50:17:53:14.2247,50:19:01:52.0433,29:41.4109,1,5,0
*.Models.Model.Assembly1,FailureA,50:18:40:47.8933,50:19:23:41.2968,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,50:19:31:43.2169,50:20:21:13.7352,35:04.7691,1,6,1
*.Models.Model.Assembly3,FailureA,50:20:56:28.2670,50:21:30:15.9749,5:51.6155,2,5,0
*.Models.Model.Assembly3,FailureA,50:21:36:09.2175,50:22:39:35.3546,41:19.5614,1,3,0
*.Models.Model.Assembly4,FailureA,50:22:18:49.7919,50:23:08:19.0841,1:36:31.7028,2,2,0
*.Models.Model.Assembly3,FailureA,50:23:21:11.3035,50:23:56:45.3099,50:17.4823,2,3,0
*.Models.Model.Assembly1,FailureA,50:23:21:47.5157,51:00:14:15.8721,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,51:01:00:09.3344,51:01:22:55.3338,2:03:09.0825,1,4,0
*.Models.Model.Assembly4,FailureA,51:02:47:54.2126,51:03:06:32.1287,2:01:48.4733,1,1,0
*.Models.Model.Assembly3,FailureA,51:03:26:55.6099,51:04:11:52.5537,23:01.2575,2,4,0
*.Models.Model.Assembly3,FailureA,51:04:35:01.9468,51:04:55:01.6576,17.5249,1,6,1
*.Models.Model.Assembly3,FailureA,51:04:55:19.1825,51:05:53:37.4816,1:17:53.6631,1,1,0
*.Models.Model.Assembly4,FailureA,51:07:02:09.8169,51:08:05:43.6542,57:36.3172,1,2,0
*.Models.Model.Assembly3,FailureA,51:07:43:04.0656,51:08:43:56.2675,9:44.7824,1,3,0
*.Models.Model.Assembly1,FailureA,51:09:32:08.8650,51:09:59:37.3799,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,51:09:55:47.1657,51:10:17:12.5390,6:38.9822,1,6,1
*.Models.Model.Assembly3,FailureA,51:10:06:59.5246,51:10:53:13.8503,40:57.3472,2,4,0
*.Models.Model.Assembly4,FailureA,51:10:23:56.5382,51:11:16:26.9154,1:21:50.4813,1,2,0
*.Models.Model.Assembly3,FailureA,51:11:34:41.6762,51:12:22:25.3393,4:32.7704,1,2,0
*.Models.Model.Assembly3,FailureA,51:12:26:59.7368,51:13:36:25.8122,8:19.6871,2,3,0
*.Models.Model.Assembly1,FailureA,51:13:24:22.0260,51:14:16:37.1440,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,51:13:44:47.1264,51:14:49:50.3977,1:20:44.3493,1,2,0
*.Models.Model.Assembly1,FailureA,51:14:23:38.5637,51:15:20:36.2432,1:00:00.0000,1,5,0
*.Models.Model.Assembly1,FailureA,51:15:23:09.5842,51:16:27:12.2044,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,51:17:59:16.8161,51:18:16:02.3548,53:14.7004,2,5,0
*.Models.Model.Assembly1,FailureA,51:18:03:33.3346,51:18:46:59.4826,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,51:18:13:49.8193,51:19:27:47.9548,23:15.8842,2,3,0
*.Models.Model.Assembly1,FailureA,51:19:00:32.6421,51:19:50:07.1622,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,51:19:51:42.1414,51:20:08:01.0529,1:40:19.7713,1,4,0
*.Models.Model.Assembly3,FailureA,51:20:31:03.4147,51:21:22:34.0594,1:04:18.5787,1,6,1
*.Models.Model.Assembly1,FailureA,51:21:57:14.9205,51:22:14:46.2326,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,51:23:56:18.0620,52:00:40:48.8483,22:17.8284,2,5,0
*.Models.Model.Assembly3,FailureA,52:00:02:51.9349,52:00:57:44.6847,42.8813,1,6,1
*.Models.Model.Assembly3,FailureA,52:00:58:27.5660,52:01:29:14.9337,10:33.5160,2,4,0
*.Models.Model.Assembly4,FailureA,52:01:03:20.8467,52:01:48:31.1785,23:13.5664,1,5,0
*.Models.Model.Assembly3,FailureA,52:01:39:52.5322,52:02:28:59.4491,6:32.6697,1,6,1
*.Models.Model.Assembly3,FailureA,52:02:35:37.2856,52:03:43:46.5860,55:57.7957,2,5,0
*.Models.Model.Assembly4,FailureA,52:03:11:53.3636,52:04:16:25.6202,1:10:19.8707,2,3,0
*.Models.Model.Assembly1,FailureA,52:03:12:06.6514,52:04:52:32.7462,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,52:05:00:32.3528,52:05:30:09.4298,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,52:05:58:04.8072,52:06:48:41.8018,1:19:46.4898,2,1,0
*.Models.Model.Assembly3,FailureA,52:08:33:54.7560,52:09:32:16.9292,2:30.4990,1,2,0
*.Models.Model.Assembly4,FailureA,52:09:00:58.4953,52:10:11:53.2580,40:36.2054,2,5,0
*.Models.Model.Assembly3,FailureA,52:09:34:47.4282,52:10:56:08.3498,23:13.5042,2,3,0
*.Models.Model.Assembly3,FailureA,52:11:19:30.4956,52:12:02:52.1078,37:54.5153,1,1,0
*.Models.Model.Assembly4,FailureA,52:12:19:55.7593,52:12:41:08.1687,1:12:15.5103,1,4,0
*.Models.Model.Assembly3,FailureA,52:12:41:01.4207,52:13:09:59.1607,22:19.8820,1,5,0
*.Models.Model.Assembly1,FailureA,52:13:01:30.5759,52:13:50:34.9546,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,52:13:32:27.1783,52:14:47:38.7795,36:57.3622,2,3,0
*.Models.Model.Assembly1,FailureA,52:15:05:21.7371,52:15:31:53.1990,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,52:15:24:49.1586,52:16:15:21.6670,20:27.6306,2,5,0
*.Models.Model.Assembly4,FailureA,52:15:48:09.9493,52:16:42:41.5667,46:03.2128,1,6,1
*.Models.Model.Assembly3,FailureA,52:16:35:59.3881,52:17:23:24.8539,35:56.6524,1,6,1
*.Models.Model.Assembly3,FailureA,52:17:59:34.0684,52:18:40:56.7175,11:11.8528,2,1,0
*.Models.Model.Assembly3,FailureA,52:18:52:11.8245,52:19:46:32.2823,52:45.4103,2,2,0
*.Models.Model.Assembly1,FailureA,52:20:42:25.3978,52:21:10:47.6500,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,52:20:44:54.3943,52:21:47:55.0004,49:08.2475,1,6,1
*.Models.Model.Assembly3,FailureA,52:21:27:24.2893,52:22:10:02.6803,9:28.3541,1,3,0
*.Models.Model.Assembly3,FailureA,52:22:19:35.7963,52:22:51:14.0760,2:57.1658,1,6,1
*.Models.Model.Assembly3,FailureA,52:22:54:12.8689,53:00:00:01.6908,10:13.3360,1,6,1
*.Models.Model.Assembly4,FailureA,52:23:23:51.1465,53:00:34:05.5791,37:13.9700,2,3,0
*.Models.Model.Assembly3,FailureA,53:00:10:18.5193,53:01:54:06.0372,1:06:20.0873,2,4,0
*.Models.Model.Assembly3,FailureA,53:03:24:51.1529,53:03:44:24.6804,31:49.4891,1,3,0
*.Models.Model.Assembly4,FailureA,53:03:53:09.2313,53:04:23:11.6049,18:51.8312,1,6,1
*.Models.Model.Assembly3,FailureA,53:04:16:28.8451,53:04:52:05.0587,36:10.4122,2,3,0
*.Models.Model.Assembly4,FailureA,53:06:05:29.4816,53:06:21:17.5232,9:06.3961,1,2,0
*.Models.Model.Assembly3,FailureA,53:06:06:56.2123,53:06:51:42.3681,30:25.6536,1,5,0
*.Models.Model.Assembly4,FailureA,53:06:30:32.3260,53:07:20:25.9707,1:44:54.0461,2,3,0
*.Models.Model.Assembly3,FailureA,53:07:22:19.4115,53:07:49:21.0019,59:22.2699,1,1,0
*.Models.Model.Assembly1,FailureA,53:07:26:23.6695,53:08:15:38.0091,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,53:09:04:57.6853,53:09:40:41.4167,7:39.3576,2,5,0
*.Models.Model.Assembly3,FailureA,53:09:48:24.7103,53:10:35:20.0529,18:23.1155,1,6,1
*.Models.Model.Assembly3,FailureA,53:10:53:56.0883,53:11:38:51.4837,12:53.7577,2,4,0
*.Models.Model.Assembly3,FailureA,53:11:51:52.1769,53:12:23:44.9796,1:07:24.2453,1,3,0
*.Models.Model.Assembly4,FailureA,53:12:37:34.4810,53:13:13:18.5796,1:49:45.5897,2,3,0
*.Models.Model.Assembly3,FailureA,53:13:31:38.4800,53:14:14:03.1806,2:08.2697,2,3,0
*.Models.Model.Assembly3,FailureA,53:14:16:11.4503,53:14:50:57.0854,42:19.8533,1,6,1
*.Models.Model.Assembly3,FailureA,53:15:33:38.0441,53:15:50:46.1394,21:06.4671,2,4,0
*.Models.Model.Assembly1,FailureA,53:15:50:47.2861,53:16:12:47.1043,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,53:16:12:04.2734,53:16:41:49.4141,26:55.1270,1,4,0
*.Models.Model.Assembly4,FailureA,53:16:17:59.1279,53:17:04:45.1441,19:13.8469,2,2,0
*.Models.Model.Assembly1,FailureA,53:16:22:30.9676,53:17:22:44.5899,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,53:17:24:42.5718,53:18:00:19.7276,20:27.7991,2,2,0
*.Models.Model.Assembly3,FailureA,53:17:26:26.7878,53:18:22:46.2116,1:18:39.6424,2,2,0
*.Models.Model.Assembly1,FailureA,53:18:09:09.4180,53:18:52:46.1803,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,53:18:54:32.5854,53:19:13:16.6106,28:00.0076,1,4,0
*.Models.Model.Assembly3,FailureA,53:19:41:52.0133,53:20:52:11.4007,31:03.4108,1,6,1
*.Models.Model.Assembly4,FailureA,53:20:19:15.6046,53:21:29:32.2487,12:10.9204,2,2,0
*.Models.Model.Assembly3,FailureA,53:21:23:26.2012,53:22:42:59.9309,42:27.6949,2,5,0
*.Models.Model.Assembly4,FailureA,53:21:41:51.4403,53:23:33:48.3486,18:00.2367,1,6,1
*.Models.Model.Assembly1,FailureA,53:23:10:34.9652,53:23:50:18.0932,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,53:23:52:05.3988,54:00:25:16.8160,1:57:03.1237,1,6,1
*.Models.Model.Assembly3,FailureA,54:00:19:52.7914,54:00:59:28.9828,20:05.3764,1,4,0
*.Models.Model.Assembly1,FailureA,54:00:33:28.3320,54:01:34:39.0452,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,54:01:19:41.0033,54:02:23:42.8016,18:29.4505,2,5,0
*.Models.Model.Assembly3,FailureA,54:02:42:23.6431,54:03:19:49.3530,39:47.0513,1,5,0
*.Models.Model.Assembly3,FailureA,54:03:59:51.1840,54:04:39:37.1230,13:51.7389,2,3,0
*.Models.Model.Assembly3,FailureA,54:04:53:33.7432,54:05:39:55.4905,15:02.0363,2,3,0
*.Models.Model.Assembly3,FailureA,54:05:55:02.4082,54:06:26:27.5212,18:39.4803,2,3,0
*.Models.Model.Assembly3,FailureA,54:06:45:13.5099,54:07:31:38.1885,1:25:46.7143,1,2,0
*.Models.Model.Assembly4,FailureA,54:08:12:37.2687,54:08:45:49.1414,21:58.4202,1,5,0
*.Models.Model.Assembly3,FailureA,54:08:58:09.1723,54:09:44:44.5788,8:29.9301,1,6,1
*.Models.Model.Assembly4,FailureA,54:09:19:08.2836,54:10:11:42.8338,25:07.9853,2,5,0
*.Models.Model.Assembly3,FailureA,54:09:53:16.1360,54:10:45:12.4526,26:35.8899,2,2,0
*.Models.Model.Assembly1,FailureA,54:09:27:58.3499,54:11:30:32.7834,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,54:11:37:54.5559,54:12:04:41.8072,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,54:12:07:51.7909,54:12:51:26.4604,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,54:12:54:09.8206,54:13:23:18.6813,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,54:12:55:36.8838,54:13:58:25.9045,12:46.9511,1,3,0
*.Models.Model.Assembly1,FailureA,54:13:37:10.6086,54:14:42:39.0206,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,54:14:11:19.4186,54:15:23:22.4304,15:49.9030,2,3,0
*.Models.Model.Assembly4,FailureA,54:14:17:55.4189,54:16:04:13.0753,30:22.4913,1,5,0
*.Models.Model.Assembly1,FailureA,54:14:46:17.3668,54:16:44:37.2649,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,54:16:53:44.8494,54:17:12:23.7945,10:36.2711,2,4,0
*.Models.Model.Assembly3,FailureA,54:17:23:03.3198,54:17:56:03.7157,47:31.3981,2,1,0
*.Models.Model.Assembly3,FailureA,54:19:19:31.5655,54:20:00:57.5266,6:53.0988,1,5,0
*.Models.Model.Assembly4,FailureA,54:19:46:40.8020,54:20:45:00.4399,41:55.6296,1,5,0
*.Models.Model.Assembly3,FailureA,54:20:07:53.8796,54:21:04:35.6212,24:57.4201,1,2,0
*.Models.Model.Assembly3,FailureA,54:21:29:43.9190,54:21:51:32.8771,10:30.2426,2,4,0
*.Models.Model.Assembly3,FailureA,54:22:02:06.3739,54:22:35:36.9146,6:32.5761,1,2,0
*.Models.Model.Assembly3,FailureA,54:22:42:12.7449,54:23:07:35.2570,1:02:38.6104,2,2,0
*.Models.Model.Assembly4,FailureA,54:23:16:46.4140,55:00:00:09.1169,1:27:30.3505,1,6,1
*.Models.Model.Assembly1,FailureA,54:23:36:55.7423,55:00:22:38.7430,1:00:00.0000,1,4,0
*.Models.Model.Assembly1,FailureA,55:00:28:20.6496,55:01:28:49.2830,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,55:01:33:40.7427,55:02:16:01.7205,44:39.0324,1,1,0
*.Models.Model.Assembly1,FailureA,55:01:33:57.1262,55:02:36:02.3759,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,55:02:45:26.8488,55:03:00:56.5182,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,55:03:33:26.0748,55:03:57:23.5440,2:47.7163,1,2,0
*.Models.Model.Assembly3,FailureA,55:04:00:12.8874,55:04:38:02.2888,18:30.9068,1,5,0
*.Models.Model.Assembly3,FailureA,55:04:56:41.9436,55:06:02:33.3832,15:31.7762,2,5,0
*.Models.Model.Assembly3,FailureA,55:06:18:11.7041,55:06:46:45.3286,52:35.6743,1,5,0
*.Models.Model.Assembly3,FailureA,55:07:39:49.4625,55:08:33:30.6751,32:34.7489,1,5,0
*.Models.Model.Assembly1,FailureA,55:08:09:04.1182,55:09:08:51.1681,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,55:08:47:28.7973,55:09:53:24.9722,44:05.0368,2,3,0
*.Models.Model.Assembly3,FailureA,55:09:28:14.5899,55:10:22:44.8371,14:39.1895,1,1,0
*.Models.Model.Assembly3,FailureA,55:10:37:31.8671,55:11:17:44.7518,2:13:11.2081,1,6,1
*.Models.Model.Assembly4,FailureA,55:13:00:22.6711,55:13:27:50.4377,18:39.8307,1,6,1
*.Models.Model.Assembly4,FailureA,55:13:46:40.0311,55:14:01:55.6034,14:57.3961,1,6,1
*.Models.Model.Assembly4,FailureA,55:14:17:01.1351,55:14:53:53.8545,8:23.6810,2,4,0
*.Models.Model.Assembly3,FailureA,55:14:20:52.2565,55:15:28:26.8329,12:07.6222,2,1,0
*.Models.Model.Assembly1,FailureA,55:14:25:51.8298,55:16:18:33.0127,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,55:15:02:25.5072,55:17:00:27.4139,45:52.1756,1,3,0
*.Models.Model.Assembly3,FailureA,55:16:24:29.9146,55:17:19:22.9962,22:16.0532,2,3,0
*.Models.Model.Assembly3,FailureA,55:17:41:48.6864,55:18:31:50.9937,44:18.3943,1,6,1
*.Models.Model.Assembly1,FailureA,55:17:10:06.1049,55:19:42:30.8306,1:00:00.0000,1,3,0
*.Models.Model.Assembly4,FailureA,55:19:09:23.2634,55:20:03:39.4512,10:06.6522,1,6,1
*.Models.Model.Assembly4,FailureA,55:20:13:50.9848,55:20:40:34.7909,1:42:56.6538,1,3,0
*.Models.Model.Assembly3,FailureA,55:20:23:28.3650,55:21:23:03.7685,28:41.8135,1,4,0
*.Models.Model.Assembly1,FailureA,55:22:36:11.3242,55:22:53:37.8205,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,55:22:59:55.2525,55:23:41:59.3388,6:15.9641,1,1,0
*.Models.Model.Assembly3,FailureA,55:23:48:20.8440,56:00:30:42.7558,11:08.6267,1,6,1
*.Models.Model.Assembly3,FailureA,56:00:41:56.0012,56:00:58:21.8982,39:33.8648,2,5,0
*.Models.Model.Assembly1,FailureA,56:01:22:25.7592,56:02:06:11.6768,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,56:02:07:16.5527,56:02:38:02.7130,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,56:02:16:19.5668,56:03:07:51.7847,24:58.1526,1,6,1
*.Models.Model.Assembly3,FailureA,56:02:41:27.2297,56:03:43:02.1975,46:54.0339,1,5,0
*.Models.Model.Assembly3,FailureA,56:04:30:17.2278,56:05:06:02.7668,23:57.3294,1,4,0
*.Models.Model.Assembly4,FailureA,56:07:49:54.8774,56:08:05:22.1890,30:17.4254,2,3,0
*.Models.Model.Assembly3,FailureA,56:08:00:16.8695,56:08:28:43.9859,1:08:54.2200,2,5,0
*.Models.Model.Assembly1,FailureA,56:07:58:34.3453,56:08:50:08.4209,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,56:09:23:22.3199,56:09:50:53.8299,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,56:09:31:51.2608,56:10:08:06.4122,1:01:43.8426,1,4,0
*.Models.Model.Assembly1,FailureA,56:09:57:22.3450,56:10:51:22.4849,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,56:11:11:19.6554,56:11:56:01.3716,32:24.7694,2,3,0
*.Models.Model.Assembly1,FailureA,56:11:07:24.4980,56:12:43:47.3456,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,56:13:01:54.7754,56:13:19:19.3672,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,56:13:20:10.0062,56:13:44:56.9688,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,56:13:58:34.4518,56:14:40:07.6966,6:44.3246,1,6,1
*.Models.Model.Assembly3,FailureA,56:14:46:56.6509,56:15:58:07.3407,36:51.4382,2,3,0
*.Models.Model.Assembly1,FailureA,56:16:10:33.1793,56:16:28:28.5876,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,56:16:28:32.5114,56:16:50:46.9644,1:58:32.7362,1,4,0
*.Models.Model.Assembly3,FailureA,56:16:35:13.2162,56:17:16:18.2045,23:40.7518,2,2,0
*.Models.Model.Assembly1,FailureA,56:17:29:54.5243,56:17:45:29.9658,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,56:17:40:09.9432,56:18:13:07.7988,39:44.5252,1,6,1
*.Models.Model.Assembly3,FailureA,56:18:53:09.9555,56:19:46:46.4685,20:18.6972,1,2,0
*.Models.Model.Assembly1,FailureA,56:20:01:07.2813,56:20:45:17.7043,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,56:20:07:11.6742,56:21:15:39.6051,19:14.1485,1,6,1
*.Models.Model.Assembly3,FailureA,56:21:35:07.2822,56:22:05:27.2567,3:30.5665,2,2,0
*.Models.Model.Assembly1,FailureA,56:21:47:17.8082,56:22:48:25.9527,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,56:22:08:59.4503,56:23:25:52.6531,22:38.8023,2,5,0
*.Models.Model.Assembly3,FailureA,56:23:48:46.8779,57:00:20:35.9267,3:38.1280,1,3,0
*.Models.Model.Assembly1,FailureA,56:23:55:39.5483,57:00:39:46.1452,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,57:00:24:14.0547,57:00:57:27.5071,51:01.7767,1,5,0
*.Models.Model.Assembly3,FailureA,57:01:48:50.4032,57:02:11:35.1969,1:10:42.2929,1,2,0
*.Models.Model.Assembly4,FailureA,57:02:04:25.1984,57:03:11:29.9837,19:21.8885,1,3,0
*.Models.Model.Assembly1,FailureA,57:03:18:26.2774,57:03:33:43.2884,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,57:03:31:04.1493,57:03:49:42.4935,2:46:49.4586,1,5,0
*.Models.Model.Assembly1,FailureA,57:03:46:14.9552,57:04:09:24.5804,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,57:04:29:28.0622,57:05:06:02.6983,11:13.0815,2,5,0
*.Models.Model.Assembly1,FailureA,57:04:32:29.5380,57:06:00:12.0059,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,57:06:07:10.7497,57:06:30:14.0623,10:13.0408,1,2,0
*.Models.Model.Assembly3,FailureA,57:06:40:31.5389,57:06:58:35.2422,33:58.5349,1,1,0
*.Models.Model.Assembly3,FailureA,57:07:32:45.1670,57:08:24:44.7314,36.9420,2,4,0
*.Models.Model.Assembly1,FailureA,57:08:03:35.3551,57:09:06:03.4144,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,57:08:25:21.6734,57:09:44:35.8189,26:06.3945,2,5,0
*.Models.Model.Assembly3,FailureA,57:10:10:59.5365,57:11:09:17.0444,13:13.4540,1,4,0
*.Models.Model.Assembly3,FailureA,57:11:22:34.0211,57:12:03:48.3020,13:29.6910,2,5,0
*.Models.Model.Assembly3,FailureA,57:12:17:22.8744,57:13:00:28.1034,36:59.3604,1,5,0
*.Models.Model.Assembly1,FailureA,57:13:10:11.0019,57:13:36:25.2968,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,57:13:39:46.1763,57:14:45:20.7874,17:27.6606,1,6,1
*.Models.Model.Assembly1,FailureA,57:13:38:49.6529,57:15:58:27.9014,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,57:16:17:46.3534,57:16:58:19.3875,1:03:44.5064,1,3,0
*.Models.Model.Assembly1,FailureA,57:16:18:37.2912,57:17:30:15.0304,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,57:17:48:08.0873,57:18:20:35.1935,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,57:18:46:16.4407,57:19:27:51.5976,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,57:19:28:25.8133,57:20:48:17.2515,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,57:20:25:13.4121,57:21:08:52.2414,21:45.1176,1,4,0
*.Models.Model.Assembly3,FailureA,57:20:53:33.8760,57:21:26:06.7763,2:35:21.1620,1,1,0
*.Models.Model.Assembly4,FailureA,57:21:32:13.9903,57:22:10:39.2612,33:56.5066,2,5,0
*.Models.Model.Assembly4,FailureA,57:22:44:57.9634,57:23:10:43.8472,44:32.6582,2,5,0
*.Models.Model.Assembly1,FailureA,57:22:51:30.8907,57:23:50:59.0106,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,57:23:55:43.9669,58:00:28:52.0458,10:21.6176,1,2,0
*.Models.Model.Assembly1,FailureA,57:23:55:55.0587,58:00:49:28.6652,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,58:00:39:22.6045,58:01:08:33.8811,1:22:15.3522,2,5,0
*.Models.Model.Assembly3,FailureA,58:01:53:50.3985,58:02:38:41.8987,32:47.1099,2,5,0
*.Models.Model.Assembly1,FailureA,58:02:25:40.0366,58:03:17:36.8874,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,58:03:11:42.9203,58:03:49:40.4864,3:29.2652,1,3,0
*.Models.Model.Assembly1,FailureA,58:03:21:31.3092,58:04:14:16.1960,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,58:03:53:09.7516,58:04:46:56.1416,1:24:55.2251,1,6,1
*.Models.Model.Assembly4,FailureA,58:05:29:29.8649,58:05:56:08.6209,30:53.4152,2,3,0
*.Models.Model.Assembly1,FailureA,58:05:53:55.2750,58:06:31:09.9112,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,58:06:27:21.3504,58:07:01:33.2629,17:51.4768,1,6,1
*.Models.Model.Assembly3,FailureA,58:06:43:11.6729,58:07:18:05.4608,6:49.6748,1,4,0
*.Models.Model.Assembly3,FailureA,58:07:24:58.3898,58:07:41:29.7005,1:08:29.8336,1,6,1
